Bin Id,Bin Id,dereplication,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,QC,final_quality_assessment,gtdbtk_classify,note,,,,
H51R302um_2022HA_B0075.fasta,H51R302um_2022HA_B0075,yes,k__Archaea (UID2),207,145,103,43,100,2,0,0,0,69.34,0.15,0,68.59,medium,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__CSP1-1;s__,.,,,,
H51-bin064_1-contigs.fasta,H51-bin064_1-contigs,yes,k__Archaea (UID2),207,149,107,37,112,0,0,0,0,69.32,0,0,69.32,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR20;g__GW2011-AR20;s__,.,,,,
H41-bin017_1-contigs.fasta,H41-bin017_1-contigs,yes,k__Bacteria (UID2495),2993,143,89,34,106,3,0,0,0,69.31,2.81,33.33,55.26,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA1539;g__UBA1550;s__,.,,,,
H41R302um_2022HA_B0068.fasta,H41R302um_2022HA_B0068,yes,k__Bacteria (UID1452),924,151,101,37,114,0,0,0,0,69.31,0,0,69.31,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__UBA9934;g__UBA11707;s__,.,,,,
H51R301um_2022_B0084.fasta,H51R301um_2022_B0084,yes,k__Bacteria (UID1452),924,151,101,35,116,0,0,0,0,69.31,0,0,69.31,medium,d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__;g__;s__,.,,,,
H52R102um_2022_B0094.fasta,H52R102um_2022_B0094,yes,k__Archaea (UID2),207,149,107,40,109,0,0,0,0,69.31,0,0,69.31,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__;s__,.,,,,
H32-bin007_1-contigs.fasta,H32-bin007_1-contigs,yes,k__Bacteria (UID1452),924,151,101,36,113,2,0,0,0,69.27,1.98,0,59.37,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA9570;f__;g__;s__,.,,,,
H51-bin136_1-contigs.fasta,H51-bin136_1-contigs,yes,k__Bacteria (UID203),5449,104,58,20,84,0,0,0,0,69.25,0,0,69.25,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA9933;g__;s__,.,,,,
H53R302um_2022HA_B0057.fasta,H53R302um_2022HA_B0057,yes,k__Bacteria (UID2495),2993,143,89,34,107,2,0,0,0,69.21,2.25,0,57.96,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__GWB1-50-10;g__;s__,.,,,,
H52-bin142_1-contigs.fasta,H52-bin142_1-contigs,yes,k__Bacteria (UID2570),433,270,179,73,190,7,0,0,0,69.13,2.58,28.57,56.23,medium,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__Fen-1258;s__,.,,,,
H32R101um_2022_B0099.fasta,H32R101um_2022_B0099,yes,k__Bacteria (UID3187),2258,190,119,48,140,2,0,0,0,69.11,0.89,0,64.66,medium,d__Bacteria;p__Desulfobacterota;c__MBNT15;o__MBNT15;f__MBNT15;g__CG2-30-66-27;s__,.,,,,
H51-bin021_1-contigs.fasta,H51-bin021_1-contigs,yes,k__Bacteria (UID203),5449,104,58,21,82,1,0,0,0,69.1,1.72,100,60.5,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__2-02-FULL-40-12;f__2-02-FULL-40-12;g__2-02-FULL-40-12;s__,.,,,,
H14R202um_2022HA_B0076.fasta,H14R202um_2022HA_B0076,yes,k__Bacteria (UID2495),2993,143,89,43,100,0,0,0,0,69.04,0,0,69.04,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__WO2-41-13;f__H02-45-28;g__HO2-45-28;s__,.,,,,
H52-bin088_1-contigs.fasta,H52-bin088_1-contigs,yes,k__Bacteria (UID2495),2993,143,89,36,107,0,0,0,0,69.02,0,0,69.02,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__2-01-FULL-47-10;f__;g__;s__,.,,,,
H52R302um_2022HA_B0098.fasta,H52R302um_2022HA_B0098,yes,k__Bacteria (UID1452),924,151,101,38,112,1,0,0,0,69.01,0.17,0,68.16,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA10025;f__;g__;s__,.,,,,
H41-bin268_1-contigs.fasta,H41-bin268_1-contigs,yes,k__Bacteria (UID3187),2258,181,110,44,132,5,0,0,0,68.98,3.69,60,50.53,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_D;s__,.,,,,
H41R101um_2022_B0053.fasta,H41R101um_2022_B0053,yes,k__Bacteria (UID2495),2993,143,89,34,108,1,0,0,0,68.97,1.12,100,63.37,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__;s__,.,,,,
H51-bin162_1-contigs.fasta,H51-bin162_1-contigs,yes,k__Bacteria (UID2495),2993,147,91,43,103,1,0,0,0,68.9,1.1,0,63.4,medium,d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1572;f__UBA1572;g__UM-FILTER-44-12;s__,.,,,,
H32R301um_2022_B0046.fasta,H32R301um_2022_B0046,yes,k__Bacteria (UID3187),2258,181,110,45,134,2,0,0,0,68.88,1.36,50,62.08,medium,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__,.,,,,
H43-bin170_1-contigs.fasta,H43-bin170_1-contigs,yes,k__Bacteria (UID203),5449,104,58,39,63,2,0,0,0,68.86,1.02,0,63.76,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__C7867-001;s__,.,,,,
H52-bin082_1-contigs.fasta,H52-bin082_1-contigs,yes,k__Bacteria (UID203),5449,104,58,29,73,2,0,0,0,68.86,0.31,0,67.31,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA12445;g__;s__,.,,,,
H52R102um_2022HA_B0031.fasta,H52R102um_2022HA_B0031,yes,k__Bacteria (UID1452),924,151,101,42,107,2,0,0,0,68.86,1.32,50,62.26,medium,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__;g__;s__,.,,,,
H51R301um_2022_B0102.fasta,H51R301um_2022_B0102,yes,k__Bacteria (UID2495),2993,143,89,32,111,0,0,0,0,68.85,0,0,68.85,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__GWB1-50-10;g__;s__,.,,,,
H52-bin029_1-contigs.fasta,H52-bin029_1-contigs,yes,k__Bacteria (UID203),5449,104,58,20,84,0,0,0,0,68.81,0,0,68.81,medium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Shapirobacterales;f__UBA12405;g__UBA12158;s__,.,,,,
H53R301um_2022_B0023.fasta,H53R301um_2022_B0023,yes,k__Bacteria (UID1452),924,151,101,36,113,2,0,0,0,68.81,1.08,100,63.41,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__;s__,.,,,,
H51R302um_2022HA_B0037.fasta,H51R302um_2022HA_B0037,yes,k__Bacteria (UID3187),2258,188,117,53,133,2,0,0,0,68.8,1.71,0,60.25,medium,d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__Gp22-AA3;s__,.,,,,
H52-bin053-contigs.fasta,H52-bin053-contigs,yes,k__Bacteria (UID203),5449,104,58,27,77,0,0,0,0,68.8,0,0,68.8,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA9983;g__SURF-57;s__,.,,,,
H51-bin099_1-contigs.fasta,H51-bin099_1-contigs,yes,k__Bacteria (UID203),5449,104,58,23,81,0,0,0,0,68.78,0,0,68.78,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__C7867-001;s__,.,,,,
H51R202um_2022HA_B0038.fasta,H51R202um_2022HA_B0038,yes,k__Bacteria (UID209),5443,105,59,23,82,0,0,0,0,68.77,0,0,68.77,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA9933;g__;s__,.,,,,
H32R101um_2022_B0074.fasta,H32R101um_2022_B0074,yes,k__Bacteria (UID2495),2993,143,89,33,109,1,0,0,0,68.75,0.07,0,68.4,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__;s__,.,,,,
H41R102um_2022_B0032.fasta,H41R102um_2022_B0032,yes,k__Bacteria (UID3187),2258,181,110,42,133,6,0,0,0,68.75,2.37,33.33,56.9,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_D;s__,.,,,,
H32R302um_2022HA_B0131.fasta,H32R302um_2022HA_B0131,yes,k__Bacteria (UID1452),924,151,101,37,111,3,0,0,0,68.72,1.58,66.67,60.82,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__GWA2-43-13;f__GWA2-43-13;g__GWA2-43-13;s__,.,,,,
H32-bin140_1-contigs.fasta,H32-bin140_1-contigs,yes,k__Bacteria (UID1453),901,171,117,47,122,2,0,0,0,68.71,0.16,100,67.91,medium,d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__SXXA01;f__;g__;s__,.,,,,
H53R202um_2022_B0012.fasta,H53R202um_2022_B0012,yes,k__Bacteria (UID2565),2921,149,91,34,106,9,0,0,0,68.68,2.76,33.33,54.88,medium,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__;s__,.,,,,
H51-bin155_1-contigs.fasta,H51-bin155_1-contigs,yes,k__Bacteria (UID203),5449,104,58,34,70,0,0,0,0,68.63,0,0,68.63,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__WO2-41-13;f__2-01-FULL-45-33;g__;s__,.,,,,
H32R101um_2022_B0041.fasta,H32R101um_2022_B0041,yes,k__Bacteria (UID1452),924,151,101,44,107,0,0,0,0,68.61,0,0,68.61,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__XYB2-FULL-38-15;f__XYB2-FULL-38-15;g__;s__,.,,,,
H41-bin251_1-contigs.fasta,H41-bin251_1-contigs,yes,k__Bacteria (UID1452),924,151,101,37,114,0,0,0,0,68.61,0,0,68.61,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__;g__;s__,.,,,,
H41R102um_2022HA_B0131.fasta,H41R102um_2022HA_B0131,yes,k__Bacteria (UID3187),2258,187,116,45,136,6,0,0,0,68.61,2.05,0,58.36,medium,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__UBA12499;s__UBA12499 sp001788395,.,,,,
H51-bin082_1-contigs.fasta,H51-bin082_1-contigs,yes,k__Archaea (UID2),207,149,107,39,110,0,0,0,0,68.61,0,0,68.61,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__ARS1285;g__ARS1285;s__,.,,,,
H51-bin196_1-contigs.fasta,H51-bin196_1-contigs,yes,k__Bacteria (UID1452),924,151,101,38,111,2,0,0,0,68.61,1.98,50,58.71,medium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__;s__,.,,,,
H41-bin028_1-contigs.fasta,H41-bin028_1-contigs,yes,k__Bacteria (UID2495),2993,143,89,40,101,2,0,0,0,68.59,0.63,50,65.44,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__2-02-FULL-40-12;f__GWA2-44-9;g__2-01-FULL-41-21;s__,.,,,,
H51-bin268_1-contigs.fasta,H51-bin268_1-contigs,yes,k__Bacteria (UID2565),2921,149,91,30,115,4,0,0,0,68.58,2.3,50,57.08,medium,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__2-12-FULL-39-13;s__2-12-FULL-39-13 sp001824485,.,,,,
H52R202um_2022HA_B0083.fasta,H52R202um_2022HA_B0083,yes,k__Bacteria (UID2495),2993,143,89,59,82,2,0,0,0,68.53,2.25,0,57.28,medium,d__Bacteria;p__Elusimicrobiota;c__UBA8919;o__UBA8919;f__UBA8919;g__UBA8919;s__,.,,,,
H41R301um_2022_B0043.fasta,H41R301um_2022_B0043,yes,k__Bacteria (UID2329),174,149,89,34,115,0,0,0,0,68.49,0,0,68.49,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria_A;o__Moranbacterales;f__UBA2206;g__UM-FILTER-42-9;s__,.,,,,
H53R102um_2022HA_B0039.fasta,H53R102um_2022HA_B0039,yes,k__Bacteria (UID2495),2993,143,89,33,109,1,0,0,0,68.47,0.56,0,65.67,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA1539;g__;s__,.,,,,
H43-bin041_1-contigs.fasta,H43-bin041_1-contigs,yes,k__Archaea (UID2),207,149,107,39,110,0,0,0,0,68.46,0,0,68.46,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__ASMP01;s__,.,,,,
H52R102um_2022HA_B0095.fasta,H52R102um_2022HA_B0095,yes,k__Archaea (UID2),207,149,107,39,109,1,0,0,0,68.46,0.93,100,63.81,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GCA-002792115;s__,.,,,,
H51R301um_2022_B0073.fasta,H51R301um_2022_B0073,yes,k__Bacteria (UID203),5449,104,58,33,71,0,0,0,0,68.43,0,0,68.43,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Ryanbacterales;f__GWA2-47-10b;g__;s__,.,,,,
H51-bin200_1-contigs.fasta,H51-bin200_1-contigs,yes,k__Bacteria (UID3187),2258,187,116,56,127,4,0,0,0,68.33,2.76,25,54.53,medium,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__;g__;s__,.,,,,
H32R102um_2022_B0007.fasta,H32R102um_2022_B0007,yes,k__Bacteria (UID1452),924,151,101,37,112,1,1,0,0,68.32,1.98,0,58.42,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__GWE2-39-37;g__GWC2-42-12;s__,.,,,,
H43-bin078_1-contigs.fasta,H43-bin078_1-contigs,yes,k__Archaea (UID2),207,149,107,40,109,0,0,0,0,68.3,0,0,68.3,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__PFDC01;g__;s__,.,,,,
H53R202um_2022HA_B0014.fasta,H53R202um_2022HA_B0014,yes,k__Bacteria (UID203),5449,104,58,23,81,0,0,0,0,68.23,0,0,68.23,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA9988;g__;s__,.,,,,
H41R302um_2022HA_B0029.fasta,H41R302um_2022HA_B0029,yes,k__Bacteria (UID203),5449,104,58,24,80,0,0,0,0,68.18,0,0,68.18,medium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__;s__,.,,,,
H14-bin047_1-contigs.fasta,H14-bin047_1-contigs,yes,c__Betaproteobacteria (UID3959),235,419,211,152,264,3,0,0,0,68.14,0.87,33.33,63.79,medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__,.,,,,
H41-bin182_1-contigs.fasta,H41-bin182_1-contigs,yes,k__Bacteria (UID1452),924,151,101,37,113,1,0,0,0,68.12,0.99,0,63.17,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__UBA9934;g__UBA11707;s__,.,,,,
H52R302um_2022HA_B0016.fasta,H52R302um_2022HA_B0016,yes,k__Bacteria (UID1452),924,151,101,38,113,0,0,0,0,68.12,0,0,68.12,medium,d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__PALSA-1336;s__,.,,,,
H41-bin238_1-contigs.fasta,H41-bin238_1-contigs,yes,k__Bacteria (UID203),5449,104,58,25,79,0,0,0,0,68.08,0,0,68.08,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__GWA1-40-21;g__GWA1-40-21;s__,.,,,,
H51-bin048_1-contigs.fasta,H51-bin048_1-contigs,yes,k__Bacteria (UID1452),924,161,108,38,123,0,0,0,0,68.06,0,0,68.06,medium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Daviesbacterales;f__UBA10151;g__2-02-FULL-36-13;s__,.,,,,
H14R102um_2022HA_B0061.fasta,H14R102um_2022HA_B0061,yes,c__Gammaproteobacteria (UID4266),1097,270,172,91,178,1,0,0,0,68.04,0.58,0,65.14,medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__2-02-FULL-42-43;s__,.,,,,
H51-bin165_1-contigs.fasta,H51-bin165_1-contigs,yes,k__Bacteria (UID2495),2993,147,91,34,112,1,0,0,0,68.03,1.1,0,62.53,medium,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__,.,,,,
H41-bin057_1-contigs.fasta,H41-bin057_1-contigs,yes,k__Bacteria (UID2329),174,149,89,36,112,1,0,0,0,68.02,1.12,0,62.42,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__OLB19;s__,.,,,,
H51R302um_2022HA_B0012.fasta,H51R302um_2022HA_B0012,yes,k__Bacteria (UID3187),2258,190,119,64,126,0,0,0,0,68.02,0,0,68.02,medium,d__Bacteria;p__Bdellovibrionota;c__O2-12-FULL-43-9;o__2-02-FULL-40-11;f__2-02-FULL-40-11;g__;s__,.,,,,
H32R101um_2022_B0043.fasta,H32R101um_2022_B0043,yes,p__Proteobacteria (UID3880),1495,261,164,88,169,4,0,0,0,68,2.44,75,55.8,medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__UBA6901;s__,.,,,,
H14R102um_2022HA_B0065.fasta,H14R102um_2022HA_B0065,yes,k__Archaea (UID2),207,149,107,39,110,0,0,0,0,67.99,0,0,67.99,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__;s__,.,,,,
H32R201um_2022_B0007.fasta,H32R201um_2022_B0007,yes,k__Archaea (UID2),207,149,107,39,110,0,0,0,0,67.99,0,0,67.99,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__;s__,.,,,,
H32R202um_2022HA_B0127.fasta,H32R202um_2022HA_B0127,yes,k__Bacteria (UID3187),2258,181,110,48,129,4,0,0,0,67.99,2,50,57.99,medium,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__,.,,,,
H32-bin012_1-contigs.fasta,H32-bin012_1-contigs,yes,k__Archaea (UID2),207,145,103,40,105,0,0,0,0,67.96,0,0,67.96,medium,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp004297665,.,,,,
H52-bin160_1-contigs.fasta,H52-bin160_1-contigs,yes,k__Bacteria (UID1452),924,151,101,39,111,1,0,0,0,67.96,0.09,0,67.51,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__Veblenbacterales;f__UBA10138;g__;s__,.,,,,
H41-bin198_1-contigs.fasta,H41-bin198_1-contigs,yes,k__Bacteria (UID1452),924,151,101,50,98,3,0,0,0,67.94,0.68,0,64.54,medium,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__CF-162;s__,.,,,,
H32R202um_2022_B0072.fasta,H32R202um_2022_B0072,yes,k__Archaea (UID2),207,149,107,42,106,1,0,0,0,67.91,0.07,0,67.56,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__;s__,.,,,,
H41R101um_2022_B0007.fasta,H41R101um_2022_B0007,yes,k__Bacteria (UID2495),2993,143,89,35,104,4,0,0,0,67.91,2.25,0,56.66,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA9933;g__;s__,.,,,,
H43-bin072_1-contigs.fasta,H43-bin072_1-contigs,yes,k__Bacteria (UID203),5449,104,58,26,78,0,0,0,0,67.89,0,0,67.89,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__WO2-41-13;f__2-01-FULL-45-33;g__;s__,.,,,,
H43-bin121_1-contigs.fasta,H43-bin121_1-contigs,yes,c__Betaproteobacteria (UID3959),235,419,211,124,282,13,0,0,0,67.84,2.25,38.46,56.59,medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__PALSA-1004;s__,.,,,,
H14R302um_2022HA_B0039.fasta,H14R302um_2022HA_B0039,yes,k__Bacteria (UID2495),2993,143,89,36,107,0,0,0,0,67.81,0,0,67.81,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__;g__;s__,.,,,,
H41-bin208_1-contigs.fasta,H41-bin208_1-contigs,yes,k__Bacteria (UID1452),924,151,101,43,105,3,0,0,0,67.81,2.48,66.67,55.41,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__;g__;s__,.,,,,
H51R301um_2022_B0052.fasta,H51R301um_2022_B0052,yes,c__Deltaproteobacteria (UID3216),83,247,155,67,174,6,0,0,0,67.81,3.26,50,51.51,medium,d__Bacteria;p__Desulfobacterota;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__;s__,.,,,,
H51-bin318_1-contigs.fasta,H51-bin318_1-contigs,yes,k__Bacteria (UID3187),2258,187,116,54,130,3,0,0,0,67.79,1.21,33.33,61.74,medium,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__;g__;s__,.,,,,
H51R201um_2022_B0012.fasta,H51R201um_2022_B0012,yes,k__Bacteria (UID2495),2993,143,89,38,105,0,0,0,0,67.78,0,0,67.78,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__MFKM01;g__;s__,.,,,,
H43-bin147_1-contigs.fasta,H43-bin147_1-contigs,yes,k__Bacteria (UID1452),924,151,101,40,110,1,0,0,0,67.71,0.99,0,62.76,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__PGYQ01;g__PGYQ01;s__,.,,,,
H41R102um_2022HA_B0047.fasta,H41R102um_2022HA_B0047,yes,k__Bacteria (UID1452),924,151,101,37,107,7,0,0,0,67.68,2.15,57.14,56.93,medium,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__RBG-16-64-32;s__,.,,,,
H32R202um_2022HA_B0095.fasta,H32R202um_2022HA_B0095,yes,k__Bacteria (UID203),5449,104,58,24,77,3,0,0,0,67.63,0.47,66.67,65.28,medium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__YC2-FULL-38-9;s__,.,,,,
H41R202um_2022HA_B0034.fasta,H41R202um_2022HA_B0034,yes,k__Bacteria (UID209),5443,105,59,25,80,0,0,0,0,67.62,0,0,67.62,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA9973;g__UBA9973;s__,.,,,,
H41-bin140_1-contigs.fasta,H41-bin140_1-contigs,yes,k__Bacteria (UID203),5449,104,58,26,78,0,0,0,0,67.61,0,0,67.61,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA11359;g__PALSA-1337;s__,.,,,,
H32R101um_2022_B0018.fasta,H32R101um_2022_B0018,yes,k__Bacteria (UID203),5449,104,58,22,82,0,0,0,0,67.53,0,0,67.53,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA9933;g__;s__,.,,,,
H52R302um_2022_B0061.fasta,H52R302um_2022_B0061,yes,k__Bacteria (UID2565),2921,149,91,47,91,11,0,0,0,67.53,3.08,9.09,52.13,medium,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__XYD2-FULL-41-16;s__,.,,,,
H51-bin037_1-contigs.fasta,H51-bin037_1-contigs,yes,k__Archaea (UID2),207,149,107,39,105,5,0,0,0,67.52,3.27,0,51.17,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR20;g__;s__,.,,,,
H41-bin102_1-contigs.fasta,H41-bin102_1-contigs,yes,k__Bacteria (UID1452),924,151,101,38,113,0,0,0,0,67.49,0,0,67.49,medium,d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;f__2-01-FULL-41-18;g__;s__,.,,,,
H52R202um_2022HA_B0102.fasta,H52R202um_2022HA_B0102,yes,k__Bacteria (UID1452),924,151,101,41,109,1,0,0,0,67.43,0.99,0,62.48,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__SZUA-46;s__,.,,,,
H51R302um_2022HA_B0031.fasta,H51R302um_2022HA_B0031,yes,k__Bacteria (UID1452),924,151,101,46,101,4,0,0,0,67.37,1.77,50,58.52,medium,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__;g__;s__,.,,,,
H32-bin021_1-contigs.fasta,H32-bin021_1-contigs,yes,k__Archaea (UID2),207,149,107,43,105,1,0,0,0,67.3,0.07,0,66.95,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__ARS1285;g__;s__,.,,,,
H41R302um_2022HA_B0053.fasta,H41R302um_2022HA_B0053,yes,k__Archaea (UID2),207,149,107,42,107,0,0,0,0,67.29,0,0,67.29,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA9642;g__UBA9642;s__,.,,,,
H52R102um_2022HA_B0117.fasta,H52R102um_2022HA_B0117,yes,k__Archaea (UID2),207,149,107,45,104,0,0,0,0,67.29,0,0,67.29,medium,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__UBA8480;f__UBA8480;g__;s__,.,,,,
H52R302um_2022HA_B0031.fasta,H52R302um_2022HA_B0031,yes,k__Bacteria (UID203),5449,103,58,28,60,15,0,0,0,67.29,2.35,100,55.54,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__GWB1-50-10;g__;s__,.,,,,
H32R202um_2022HA_B0035.fasta,H32R202um_2022HA_B0035,yes,k__Bacteria (UID2565),2921,152,93,40,110,2,0,0,0,67.25,0.64,0,64.05,medium,d__Bacteria;p__Omnitrophota;c__Koll11;o__;f__;g__;s__,.,,,,
H52R202um_2022HA_B0092.fasta,H52R202um_2022HA_B0092,yes,k__Bacteria (UID3187),2258,190,119,49,135,6,0,0,0,67.24,2.2,50,56.24,medium,d__Bacteria;p__Desulfobacterota;c__GWC2-55-46;o__GWC2-55-46;f__;g__;s__,.,,,,
